Maturity,Last,Change,High,Low,Settlement,Volume,timestamp
07/17/2024,13.01,0.077,13.05,12.95,12.9335,557,11/07/2024 05:01
07/24/2024,0,,0,0,13.425,0,11/07/2024 05:01
07/31/2024,0,,0,0,13.7,0,11/07/2024 05:01
08/07/2024,0,,0,0,13.85,0,11/07/2024 05:01
08/14/2024,0,,0,0,13.85,0,11/07/2024 05:01
08/21/2024,14.22,0.066,14.25,14.15,14.1545,379,11/07/2024 05:01
08/28/2024,0,,0,0,,0,11/07/2024 05:01
09/18/2024,15.22,0.06,15.25,15.17,15.1596,79,11/07/2024 05:01
10/16/2024,17.59,0.087,17.59,17.52,17.5033,88,11/07/2024 05:01
11/20/2024,17.02,0.074,17.05,16.95,16.9456,321,11/07/2024 05:01
12/18/2024,16.81,0.089,16.81,16.75,16.7214,119,11/07/2024 05:01
01/22/2025,17.58,0.03,17.58,17.55,17.55,5,11/07/2024 05:01
02/19/2025,0,,0,0,17.95,0,11/07/2024 05:01
03/18/2025,0,,0,0,18.25,0,11/07/2024 05:01
VIX,12.85,0.34,12.92,12.92,-,-,11/07/2024 06:00
07/17/2024,13.05,0.117,13.05,12.95,12.9335,572,11/07/2024 06:00
07/24/2024,0,,0,0,13.425,0,11/07/2024 06:00
07/31/2024,0,,0,0,13.7,0,11/07/2024 06:00
08/07/2024,0,,0,0,13.85,0,11/07/2024 06:00
08/14/2024,0,,0,0,13.85,0,11/07/2024 06:00
08/21/2024,14.25,0.096,14.25,14.15,14.1545,380,11/07/2024 06:00
08/28/2024,0,,0,0,,0,11/07/2024 06:00
09/18/2024,15.22,0.06,15.25,15.17,15.1596,79,11/07/2024 06:00
10/16/2024,17.59,0.087,17.59,17.52,17.5033,88,11/07/2024 06:00
11/20/2024,17.02,0.074,17.05,16.95,16.9456,321,11/07/2024 06:00
12/18/2024,16.81,0.089,16.81,16.75,16.7214,119,11/07/2024 06:00
01/22/2025,17.58,0.03,17.58,17.55,17.55,5,11/07/2024 06:00
02/19/2025,0,,0,0,17.95,0,11/07/2024 06:00
03/18/2025,0,,0,0,18.25,0,11/07/2024 06:00
VIX,12.85,0.34,12.92,12.92,-,-,11/07/2024 07:00
07/17/2024,13.01,0.077,13.05,12.95,12.9335,573,11/07/2024 07:00
07/24/2024,0,,0,0,13.425,0,11/07/2024 07:00
07/31/2024,0,,0,0,13.7,0,11/07/2024 07:00
08/07/2024,0,,0,0,13.85,0,11/07/2024 07:00
08/14/2024,0,,0,0,13.85,0,11/07/2024 07:00
08/21/2024,14.22,0.066,14.25,14.15,14.1545,381,11/07/2024 07:00
08/28/2024,0,,0,0,,0,11/07/2024 07:00
09/18/2024,15.22,0.06,15.25,15.17,15.1596,79,11/07/2024 07:00
10/16/2024,17.59,0.087,17.59,17.52,17.5033,88,11/07/2024 07:00
11/20/2024,17.02,0.074,17.05,16.95,16.9456,321,11/07/2024 07:00
12/18/2024,16.81,0.089,16.81,16.75,16.7214,119,11/07/2024 07:00
01/22/2025,17.58,0.03,17.58,17.55,17.55,5,11/07/2024 07:00
02/19/2025,0,,0,0,17.95,0,11/07/2024 07:00
03/18/2025,0,,0,0,18.25,0,11/07/2024 07:00
VIX,12.85,0.34,12.92,12.92,-,-,11/07/2024 08:00
07/17/2024,13,0.067,13.05,12.95,12.9335,661,11/07/2024 08:00
07/24/2024,0,,0,0,13.425,0,11/07/2024 08:00
07/31/2024,0,,0,0,13.7,0,11/07/2024 08:00
08/07/2024,0,,0,0,13.85,0,11/07/2024 08:00
08/14/2024,0,,0,0,13.85,0,11/07/2024 08:00
08/21/2024,14.25,0.096,14.25,14.15,14.1545,536,11/07/2024 08:00
08/28/2024,0,,0,0,,0,11/07/2024 08:00
09/18/2024,15.2,0.04,15.25,15.17,15.1596,90,11/07/2024 08:00
10/16/2024,17.59,0.087,17.59,17.52,17.5033,88,11/07/2024 08:00
11/20/2024,17.02,0.074,17.05,16.95,16.9456,324,11/07/2024 08:00
12/18/2024,16.8,0.079,16.82,16.75,16.7214,129,11/07/2024 08:00
01/22/2025,17.59,0.04,17.59,17.55,17.55,7,11/07/2024 08:00
02/19/2025,0,,0,0,17.95,0,11/07/2024 08:00
03/18/2025,0,,0,0,18.25,0,11/07/2024 08:00
VIX,12.85,0.34,12.92,12.92,-,-,11/07/2024 09:00
07/17/2024,13.05,0.117,13.05,12.95,12.9335,855,11/07/2024 09:00
07/24/2024,0,,0,0,13.425,0,11/07/2024 09:00
07/31/2024,0,,0,0,13.7,0,11/07/2024 09:00
08/07/2024,0,,0,0,13.85,0,11/07/2024 09:00
08/14/2024,0,,0,0,13.85,0,11/07/2024 09:00
08/21/2024,14.22,0.066,14.25,14.15,14.1545,656,11/07/2024 09:00
08/28/2024,0,,0,0,,0,11/07/2024 09:00
09/18/2024,15.2,0.04,15.25,15.17,15.1596,172,11/07/2024 09:00
10/16/2024,17.56,0.057,17.59,17.52,17.5033,"1,025",11/07/2024 09:00
11/20/2024,17.02,0.074,17.05,16.95,16.9456,643,11/07/2024 09:00
12/18/2024,16.82,0.099,16.82,16.75,16.7214,131,11/07/2024 09:00
01/22/2025,17.59,0.04,17.59,17.55,17.55,7,11/07/2024 09:00
02/19/2025,0,,0,0,17.95,0,11/07/2024 09:00
03/18/2025,0,,0,0,18.25,0,11/07/2024 09:00
VIX,12.88,0.03,12.88,12.88,-,-,11/07/2024 10:00
07/17/2024,12.97,0.037,13.05,12.95,12.9335,"1,464",11/07/2024 10:00
07/24/2024,0,,0,0,13.425,0,11/07/2024 10:00
07/31/2024,0,,0,0,13.7,0,11/07/2024 10:00
08/07/2024,0,,0,0,13.85,0,11/07/2024 10:00
08/14/2024,0,,0,0,13.85,0,11/07/2024 10:00
08/21/2024,14.17,0.016,14.25,14.15,14.1545,"1,474",11/07/2024 10:00
08/28/2024,0,,0,0,,0,11/07/2024 10:00
09/18/2024,15.19,0.03,15.25,15.15,15.1596,495,11/07/2024 10:00
10/16/2024,17.55,0.047,17.59,17.5,17.5033,"1,213",11/07/2024 10:00
11/20/2024,17.01,0.064,17.05,16.95,16.9456,"1,078",11/07/2024 10:00
12/18/2024,16.81,0.089,16.82,16.75,16.7214,138,11/07/2024 10:00
01/22/2025,17.58,0.03,17.59,17.55,17.55,16,11/07/2024 10:00
02/19/2025,0,,0,0,17.95,0,11/07/2024 10:00
03/18/2025,0,,0,0,18.25,0,11/07/2024 10:00
VIX,12.9,0.06,12.91,12.91,-,-,11/07/2024 11:00
07/17/2024,12.95,0.017,13.05,12.95,12.9335,"1,561",11/07/2024 11:00
07/24/2024,0,,0,0,13.425,0,11/07/2024 11:00
07/31/2024,0,,0,0,13.7,0,11/07/2024 11:00
08/07/2024,0,,0,0,13.85,0,11/07/2024 11:00
08/14/2024,0,,0,0,13.85,0,11/07/2024 11:00
08/21/2024,14.2,0.046,14.25,14.15,14.1545,"1,560",11/07/2024 11:00
08/28/2024,0,,0,0,,0,11/07/2024 11:00
09/18/2024,15.17,0.01,15.25,15.15,15.1596,505,11/07/2024 11:00
10/16/2024,17.55,0.047,17.59,17.5,17.5033,"1,213",11/07/2024 11:00
11/20/2024,17.01,0.064,17.05,16.95,16.9456,"1,078",11/07/2024 11:00
12/18/2024,16.81,0.089,16.82,16.75,16.7214,138,11/07/2024 11:00
01/22/2025,17.58,0.03,17.59,17.55,17.55,16,11/07/2024 11:00
02/19/2025,0,,0,0,17.95,0,11/07/2024 11:00
03/18/2025,0,,0,0,18.25,0,11/07/2024 11:00
VIX,12.92,0.07,12.94,12.94,-,-,11/07/2024 12:00
07/17/2024,13,0.067,13.05,12.95,12.9335,"1,897",11/07/2024 12:00
07/24/2024,0,,0,0,13.425,0,11/07/2024 12:00
07/31/2024,0,,0,0,13.7,0,11/07/2024 12:00
08/07/2024,0,,0,0,13.85,0,11/07/2024 12:00
08/14/2024,0,,0,0,13.85,0,11/07/2024 12:00
08/21/2024,14.16,0.006,14.25,14.15,14.1545,"1,961",11/07/2024 12:00
08/28/2024,0,,0,0,,0,11/07/2024 12:00
09/18/2024,15.17,0.01,15.25,15.15,15.1596,528,11/07/2024 12:00
10/16/2024,17.55,0.047,17.59,17.5,17.5033,"1,263",11/07/2024 12:00
11/20/2024,16.98,0.034,17.05,16.95,16.9456,"1,246",11/07/2024 12:00
12/18/2024,16.82,0.099,16.82,16.75,16.7214,188,11/07/2024 12:00
01/22/2025,17.58,0.03,17.59,17.55,17.55,17,11/07/2024 12:00
02/19/2025,17.99,0.04,17.99,17.99,17.95,1,11/07/2024 12:00
03/18/2025,0,,0,0,18.25,0,11/07/2024 12:00
VIX,12.98,0.13,12.99,12.99,-,-,11/07/2024 13:00
07/17/2024,12.98,0.047,13.05,12.95,12.9335,"2,491",11/07/2024 13:00
07/24/2024,0,,0,0,13.425,0,11/07/2024 13:00
07/31/2024,0,,0,0,13.7,0,11/07/2024 13:00
08/07/2024,0,,0,0,13.85,0,11/07/2024 13:00
08/14/2024,0,,0,0,13.85,0,11/07/2024 13:00
08/21/2024,14.16,0.006,14.25,14.15,14.1545,"2,413",11/07/2024 13:00
08/28/2024,0,,0,0,,0,11/07/2024 13:00
09/18/2024,15.17,0.01,15.25,15.15,15.1596,555,11/07/2024 13:00
10/16/2024,17.52,0.017,17.59,17.5,17.5033,"1,319",11/07/2024 13:00
11/20/2024,16.97,0.024,17.05,16.95,16.9456,"1,394",11/07/2024 13:00
12/18/2024,16.77,0.049,16.82,16.75,16.7214,281,11/07/2024 13:00
01/22/2025,17.61,0.06,17.63,17.55,17.55,175,11/07/2024 13:00
02/19/2025,17.99,0.04,17.99,17.99,17.95,1,11/07/2024 13:00
03/18/2025,0,,0,0,18.25,0,11/07/2024 13:00
VIX,12.96,0.13,13.01,13.01,-,-,11/07/2024 14:00
07/17/2024,12.95,0.017,13.05,12.95,12.9335,"3,265",11/07/2024 14:00
07/24/2024,0,,0,0,13.425,0,11/07/2024 14:00
07/31/2024,0,,0,0,13.7,0,11/07/2024 14:00
08/07/2024,0,,0,0,13.85,0,11/07/2024 14:00
08/14/2024,0,,0,0,13.85,0,11/07/2024 14:00
08/21/2024,14.16,0.006,14.25,14.15,14.1545,"3,545",11/07/2024 14:00
08/28/2024,0,,0,0,,0,11/07/2024 14:00
09/18/2024,15.17,0.01,15.25,15.15,15.1596,716,11/07/2024 14:00
10/16/2024,17.5,-0.003,17.59,17.5,17.5033,"1,419",11/07/2024 14:00
11/20/2024,16.97,0.024,17.05,16.95,16.9456,"1,405",11/07/2024 14:00
12/18/2024,16.8,0.079,16.82,16.75,16.7214,295,11/07/2024 14:00
01/22/2025,17.62,0.07,17.63,17.55,17.55,180,11/07/2024 14:00
02/19/2025,17.99,0.04,17.99,17.99,17.95,1,11/07/2024 14:00
03/18/2025,0,,0,0,18.25,0,11/07/2024 14:00
VIX,12.61,-0.23,13.01,13.01,-,-,11/07/2024 15:00
07/17/2024,12.84,-0.094,13.05,12.7,12.9335,"10,389",11/07/2024 15:00
07/24/2024,0,,0,0,13.425,0,11/07/2024 15:00
07/31/2024,0,,0,0,13.7,0,11/07/2024 15:00
08/07/2024,0,,0,0,13.85,0,11/07/2024 15:00
08/14/2024,0,,0,0,13.85,0,11/07/2024 15:00
08/21/2024,14.05,-0.105,14.25,13.95,14.1545,"8,650",11/07/2024 15:00
08/28/2024,0,,0,0,,0,11/07/2024 15:00
09/18/2024,15.05,-0.11,15.25,15,15.1596,"2,226",11/07/2024 15:00
10/16/2024,17.42,-0.083,17.59,17.35,17.5033,"2,233",11/07/2024 15:00
11/20/2024,16.9,-0.046,17.05,16.85,16.9456,"1,922",11/07/2024 15:00
12/18/2024,16.75,0.029,16.85,16.7,16.7214,452,11/07/2024 15:00
01/22/2025,17.55,0,17.63,17.5,17.55,215,11/07/2024 15:00
02/19/2025,17.99,0.04,17.99,17.99,17.95,1,11/07/2024 15:00
03/18/2025,0,,0,0,18.25,0,11/07/2024 15:00
VIX,12.5,-0.35,13.01,13.01,-,-,11/07/2024 16:00
07/17/2024,12.88,-0.054,13.05,12.7,12.9335,"20,359",11/07/2024 16:00
07/24/2024,0,,0,0,13.425,0,11/07/2024 16:00
07/31/2024,0,,0,0,13.7,0,11/07/2024 16:00
08/07/2024,0,,0,0,13.85,0,11/07/2024 16:00
08/14/2024,0,,0,0,13.85,0,11/07/2024 16:00
08/21/2024,14.07,-0.085,14.25,13.95,14.1545,"15,801",11/07/2024 16:00
08/28/2024,0,,0,0,,0,11/07/2024 16:00
09/18/2024,15.07,-0.09,15.25,15,15.1596,"4,117",11/07/2024 16:00
10/16/2024,17.5,-0.003,17.59,17.35,17.5033,"3,356",11/07/2024 16:00
11/20/2024,16.97,0.024,17.05,16.85,16.9456,"2,656",11/07/2024 16:00
12/18/2024,16.78,0.059,16.85,16.7,16.7214,506,11/07/2024 16:00
01/22/2025,17.6,0.05,17.63,17.5,17.55,285,11/07/2024 16:00
02/19/2025,17.95,0,17.99,17.95,17.95,5,11/07/2024 16:00
03/18/2025,0,,0,0,18.25,0,11/07/2024 16:00
VIX,12.83,-0.04,13.01,13.01,-,-,11/07/2024 17:00
07/17/2024,13,0.067,13.07,12.7,12.9335,"38,575",11/07/2024 17:00
07/24/2024,0,,0,0,13.425,0,11/07/2024 17:00
07/31/2024,0,,0,0,13.7,0,11/07/2024 17:00
08/07/2024,0,,0,0,13.85,0,11/07/2024 17:00
08/14/2024,0,,0,0,13.85,0,11/07/2024 17:00
08/21/2024,14.16,0.006,14.25,13.95,14.1545,"31,339",11/07/2024 17:00
08/28/2024,0,,0,0,,0,11/07/2024 17:00
09/18/2024,15.17,0.01,15.25,15,15.1596,"8,030",11/07/2024 17:00
10/16/2024,17.53,0.027,17.59,17.35,17.5033,"4,620",11/07/2024 17:00
11/20/2024,17.05,0.104,17.1,16.85,16.9456,"3,849",11/07/2024 17:00
12/18/2024,16.85,0.129,16.9,16.7,16.7214,838,11/07/2024 17:00
01/22/2025,17.65,0.1,17.68,17.5,17.55,440,11/07/2024 17:00
02/19/2025,17.95,0,17.99,17.95,17.95,9,11/07/2024 17:00
03/18/2025,0,,0,0,18.25,0,11/07/2024 17:00
VIX,13.14,0.3,13.17,13.17,-,-,11/07/2024 18:00
07/17/2024,13.3,0.367,13.3,12.7,12.9335,"55,856",11/07/2024 18:00
07/24/2024,0,,0,0,13.425,0,11/07/2024 18:00
07/31/2024,0,,0,0,13.7,0,11/07/2024 18:00
08/07/2024,0,,0,0,13.85,0,11/07/2024 18:00
08/14/2024,0,,0,0,13.85,0,11/07/2024 18:00
08/21/2024,14.35,0.196,14.35,13.95,14.1545,"46,798",11/07/2024 18:00
08/28/2024,0,,0,0,,0,11/07/2024 18:00
09/18/2024,15.24,0.08,15.3,15,15.1596,"13,073",11/07/2024 18:00
10/16/2024,17.6,0.097,17.65,17.35,17.5033,"6,025",11/07/2024 18:00
11/20/2024,17.15,0.204,17.15,16.85,16.9456,"4,579",11/07/2024 18:00
12/18/2024,16.95,0.229,16.95,16.7,16.7214,"1,689",11/07/2024 18:00
01/22/2025,17.71,0.16,17.73,17.5,17.55,511,11/07/2024 18:00
02/19/2025,18.05,0.1,18.05,17.95,17.95,68,11/07/2024 18:00
03/18/2025,18.36,0.11,18.36,18.33,18.25,5,11/07/2024 18:00
VIX,13.28,0.41,13.32,13.32,-,-,11/07/2024 19:00
07/17/2024,13.3,0.367,13.35,12.7,12.9335,"71,210",11/07/2024 19:00
07/24/2024,0,,0,0,13.425,0,11/07/2024 19:00
07/31/2024,0,,0,0,13.7,0,11/07/2024 19:00
08/07/2024,0,,0,0,13.85,0,11/07/2024 19:00
08/14/2024,0,,0,0,13.85,0,11/07/2024 19:00
08/21/2024,14.35,0.196,14.4,13.95,14.1545,"63,565",11/07/2024 19:00
08/28/2024,0,,0,0,,0,11/07/2024 19:00
09/18/2024,15.3,0.14,15.32,15,15.1596,"17,382",11/07/2024 19:00
10/16/2024,17.69,0.187,17.7,17.35,17.5033,"7,525",11/07/2024 19:00
11/20/2024,17.25,0.304,17.25,16.85,16.9456,"5,322",11/07/2024 19:00
12/18/2024,17,0.279,17,16.7,16.7214,"2,107",11/07/2024 19:00
01/22/2025,17.8,0.25,17.8,17.5,17.55,687,11/07/2024 19:00
02/19/2025,18.1,0.15,18.1,17.95,17.95,155,11/07/2024 19:00
03/18/2025,18.35,0.1,18.36,18.33,18.25,6,11/07/2024 19:00
VIX,13.29,0.43,13.33,13.33,-,-,11/07/2024 20:00
07/17/2024,13.33,0.397,13.4,12.7,12.9335,"78,684",11/07/2024 20:00
07/24/2024,0,,0,0,13.425,0,11/07/2024 20:00
07/31/2024,0,,0,0,13.7,0,11/07/2024 20:00
08/07/2024,0,,0,0,13.85,0,11/07/2024 20:00
08/14/2024,0,,0,0,13.85,0,11/07/2024 20:00
08/21/2024,14.37,0.216,14.45,13.95,14.1545,"70,198",11/07/2024 20:00
08/28/2024,0,,0,0,,0,11/07/2024 20:00
09/18/2024,15.32,0.16,15.35,15,15.1596,"19,831",11/07/2024 20:00
10/16/2024,17.7,0.197,17.72,17.35,17.5033,"8,578",11/07/2024 20:00
11/20/2024,17.25,0.304,17.25,16.85,16.9456,"6,049",11/07/2024 20:00
12/18/2024,17.03,0.309,17.03,16.7,16.7214,"2,504",11/07/2024 20:00
01/22/2025,17.82,0.27,17.83,17.5,17.55,811,11/07/2024 20:00
02/19/2025,18.1,0.15,18.1,17.95,17.95,215,11/07/2024 20:00
03/18/2025,18.35,0.1,18.36,18.33,18.25,6,11/07/2024 20:00
VIX,13.09,0.23,13.33,13.33,-,-,11/07/2024 21:00
07/17/2024,13.19,0.257,13.4,12.7,12.9335,"91,481",11/07/2024 21:00
07/24/2024,0,,0,0,13.425,0,11/07/2024 21:00
07/31/2024,0,,0,0,13.7,0,11/07/2024 21:00
08/07/2024,0,,0,0,13.85,0,11/07/2024 21:00
08/14/2024,0,,0,0,13.85,0,11/07/2024 21:00
08/21/2024,14.26,0.106,14.45,13.95,14.1545,"79,636",11/07/2024 21:00
08/28/2024,0,,0,0,,0,11/07/2024 21:00
09/18/2024,15.27,0.11,15.35,15,15.1596,"22,447",11/07/2024 21:00
10/16/2024,17.67,0.167,17.72,17.35,17.5033,"9,866",11/07/2024 21:00
11/20/2024,17.18,0.234,17.25,16.85,16.9456,"7,313",11/07/2024 21:00
12/18/2024,17,0.279,17.03,16.7,16.7214,"3,055",11/07/2024 21:00
01/22/2025,17.77,0.22,17.83,17.5,17.55,"1,086",11/07/2024 21:00
02/19/2025,18.1,0.15,18.1,17.95,17.95,219,11/07/2024 21:00
03/18/2025,18.35,0.1,18.36,18.33,18.25,6,11/07/2024 21:00
VIX,12.97,0.19,13.33,13.33,-,-,11/07/2024 22:00
07/17/2024,13.16,0.227,13.4,12.7,12.9335,"124,714",11/07/2024 22:00
07/24/2024,0,,0,0,13.425,0,11/07/2024 22:00
07/31/2024,0,,0,0,13.7,0,11/07/2024 22:00
08/07/2024,0,,0,0,13.85,0,11/07/2024 22:00
08/14/2024,0,,0,0,13.85,0,11/07/2024 22:00
08/21/2024,14.22,0.066,14.45,13.95,14.1545,"108,199",11/07/2024 22:00
08/28/2024,0,,0,0,,0,11/07/2024 22:00
09/18/2024,15.27,0.11,15.35,15,15.1596,"30,339",11/07/2024 22:00
10/16/2024,17.65,0.147,17.75,17.35,17.5033,"11,759",11/07/2024 22:00
11/20/2024,17.17,0.224,17.3,16.85,16.9456,"9,902",11/07/2024 22:00
12/18/2024,16.95,0.229,17.09,16.7,16.7214,"4,775",11/07/2024 22:00
01/22/2025,17.75,0.2,17.87,17.5,17.55,"2,000",11/07/2024 22:00
02/19/2025,18.12,0.17,18.16,17.95,17.95,276,11/07/2024 22:00
03/18/2025,18.35,0.1,18.36,18.33,18.25,6,11/07/2024 22:00
VIX,12.92,0.07,13.33,13.33,-,-,11/07/2024 23:00
07/17/2024,13.12,0.002,13.4,12.7,13.1184,"129,633",11/07/2024 23:00
07/24/2024,0,0.4,0,0,13.825,0,11/07/2024 23:00
07/31/2024,0,0.2,0,0,13.9,0,11/07/2024 23:00
08/07/2024,0,0.2,0,0,14.05,0,11/07/2024 23:00
08/14/2024,0,0.275,0,0,14.125,0,11/07/2024 23:00
08/21/2024,14.25,0.054,14.45,13.95,14.1965,"111,526",11/07/2024 23:00
08/28/2024,0,,0,0,14.1965,0,11/07/2024 23:00
09/18/2024,15.25,-0.001,15.35,15,15.2505,"31,326",11/07/2024 23:00
10/16/2024,17.7,0.052,17.75,17.35,17.648,"12,184",11/07/2024 23:00
11/20/2024,17.22,0.037,17.3,16.85,17.1826,"10,984",11/07/2024 23:00
12/18/2024,17.02,0.07,17.09,16.7,16.95,"5,553",11/07/2024 23:00
01/22/2025,17.8,0.081,17.87,17.5,17.7193,"2,177",11/07/2024 23:00
02/19/2025,18.12,-0.005,18.16,17.95,18.125,276,11/07/2024 23:00
03/18/2025,18.35,-0.1,18.36,18.33,18.45,6,11/07/2024 23:00
VIX,12.92,0.07,13.33,13.33,-,-,12/07/2024 00:00
07/17/2024,13.1,-0.018,13.1,13.1,13.1184,1,12/07/2024 00:00
07/24/2024,0,,0,0,13.825,0,12/07/2024 00:00
07/31/2024,0,,0,0,13.9,0,12/07/2024 00:00
08/07/2024,0,,0,0,14.05,0,12/07/2024 00:00
08/14/2024,0,,0,0,14.125,0,12/07/2024 00:00
08/21/2024,0,,0,0,14.1965,0,12/07/2024 00:00
08/28/2024,0,,0,0,14.1965,0,12/07/2024 00:00
09/18/2024,0,,0,0,15.2505,0,12/07/2024 00:00
10/16/2024,0,,0,0,17.648,0,12/07/2024 00:00
11/20/2024,0,,0,0,17.1826,0,12/07/2024 00:00
12/18/2024,0,,0,0,16.95,0,12/07/2024 00:00
01/22/2025,0,,0,0,17.7193,0,12/07/2024 00:00
02/19/2025,0,,0,0,18.125,0,12/07/2024 00:00
03/18/2025,0,,0,0,18.45,0,12/07/2024 00:00
VIX,12.92,0.07,13.33,13.33,-,-,12/07/2024 01:00
07/17/2024,13.05,-0.068,13.15,13,13.1184,430,12/07/2024 01:00
07/24/2024,0,,0,0,13.825,0,12/07/2024 01:00
07/31/2024,0,,0,0,13.9,0,12/07/2024 01:00
08/07/2024,0,,0,0,14.05,0,12/07/2024 01:00
08/14/2024,0,,0,0,14.125,0,12/07/2024 01:00
08/21/2024,14.12,-0.077,14.25,14.12,14.1965,378,12/07/2024 01:00
08/28/2024,0,,0,0,14.1965,0,12/07/2024 01:00
09/18/2024,15.21,-0.041,15.3,15.2,15.2505,165,12/07/2024 01:00
10/16/2024,17.62,-0.028,17.68,17.62,17.648,71,12/07/2024 01:00
11/20/2024,17.17,-0.013,17.23,17.17,17.1826,66,12/07/2024 01:00
12/18/2024,16.97,0.02,17.02,16.97,16.95,25,12/07/2024 01:00
01/22/2025,17.75,0.031,17.8,17.75,17.7193,34,12/07/2024 01:00
02/19/2025,0,,0,0,18.125,0,12/07/2024 01:00
03/18/2025,0,,0,0,18.45,0,12/07/2024 01:00
VIX,12.92,0.07,13.33,13.33,-,-,12/07/2024 02:00
07/17/2024,13.08,-0.038,13.15,13,13.1184,849,12/07/2024 02:00
07/24/2024,0,,0,0,13.825,0,12/07/2024 02:00
07/31/2024,0,,0,0,13.9,0,12/07/2024 02:00
08/07/2024,0,,0,0,14.05,0,12/07/2024 02:00
08/14/2024,0,,0,0,14.125,0,12/07/2024 02:00
08/21/2024,14.17,-0.027,14.25,14.1,14.1965,808,12/07/2024 02:00
08/28/2024,0,,0,0,14.1965,0,12/07/2024 02:00
09/18/2024,15.23,-0.021,15.3,15.2,15.2505,452,12/07/2024 02:00
10/16/2024,17.65,0.002,17.68,17.61,17.648,125,12/07/2024 02:00
11/20/2024,17.17,-0.013,17.23,17.16,17.1826,206,12/07/2024 02:00
12/18/2024,17.01,0.06,17.02,16.97,16.95,75,12/07/2024 02:00
01/22/2025,17.77,0.051,17.8,17.75,17.7193,109,12/07/2024 02:00
02/19/2025,0,,0,0,18.125,0,12/07/2024 02:00
03/18/2025,0,,0,0,18.45,0,12/07/2024 02:00
VIX,12.92,0.07,13.33,13.33,-,-,12/07/2024 03:00
07/17/2024,13.05,-0.068,13.15,13,13.1184,881,12/07/2024 03:00
07/24/2024,0,,0,0,13.825,0,12/07/2024 03:00
07/31/2024,0,,0,0,13.9,0,12/07/2024 03:00
08/07/2024,0,,0,0,14.05,0,12/07/2024 03:00
08/14/2024,0,,0,0,14.125,0,12/07/2024 03:00
08/21/2024,14.15,-0.047,14.25,14.1,14.1965,923,12/07/2024 03:00
08/28/2024,0,,0,0,14.1965,0,12/07/2024 03:00
09/18/2024,15.23,-0.021,15.3,15.2,15.2505,454,12/07/2024 03:00
10/16/2024,17.65,0.002,17.68,17.61,17.648,125,12/07/2024 03:00
11/20/2024,17.16,-0.023,17.23,17.16,17.1826,212,12/07/2024 03:00
12/18/2024,16.97,0.02,17.02,16.97,16.95,82,12/07/2024 03:00
01/22/2025,17.77,0.051,17.8,17.75,17.7193,109,12/07/2024 03:00
02/19/2025,18.06,-0.065,18.06,18.06,18.125,4,12/07/2024 03:00
03/18/2025,0,,0,0,18.45,0,12/07/2024 03:00
VIX,12.92,0.07,13.33,13.33,-,-,12/07/2024 04:00
07/17/2024,13.1,-0.018,13.15,13,13.1184,893,12/07/2024 04:00
07/24/2024,0,,0,0,13.825,0,12/07/2024 04:00
07/31/2024,0,,0,0,13.9,0,12/07/2024 04:00
08/07/2024,0,,0,0,14.05,0,12/07/2024 04:00
08/14/2024,0,,0,0,14.125,0,12/07/2024 04:00
08/21/2024,14.17,-0.027,14.25,14.1,14.1965,929,12/07/2024 04:00
08/28/2024,0,,0,0,14.1965,0,12/07/2024 04:00
09/18/2024,15.25,-0.001,15.3,15.2,15.2505,456,12/07/2024 04:00
10/16/2024,17.65,0.002,17.68,17.61,17.648,125,12/07/2024 04:00
11/20/2024,17.16,-0.023,17.23,17.16,17.1826,212,12/07/2024 04:00
12/18/2024,16.97,0.02,17.02,16.97,16.95,82,12/07/2024 04:00
01/22/2025,17.77,0.051,17.8,17.75,17.7193,109,12/07/2024 04:00
02/19/2025,18.06,-0.065,18.06,18.06,18.125,4,12/07/2024 04:00
03/18/2025,0,,0,0,18.45,0,12/07/2024 04:00
VIX,12.92,0.07,13.33,13.33,-,-,12/07/2024 05:00
07/17/2024,13.08,-0.038,13.15,13,13.1184,920,12/07/2024 05:00
07/24/2024,0,,0,0,13.825,0,12/07/2024 05:00
07/31/2024,0,,0,0,13.9,0,12/07/2024 05:00
08/07/2024,0,,0,0,14.05,0,12/07/2024 05:00
08/14/2024,0,,0,0,14.125,0,12/07/2024 05:00
08/21/2024,14.15,-0.047,14.25,14.1,14.1965,953,12/07/2024 05:00
08/28/2024,0,,0,0,14.1965,0,12/07/2024 05:00
09/18/2024,15.2,-0.051,15.3,15.2,15.2505,457,12/07/2024 05:00
10/16/2024,17.65,0.002,17.68,17.61,17.648,125,12/07/2024 05:00
11/20/2024,17.16,-0.023,17.23,17.16,17.1826,212,12/07/2024 05:00
12/18/2024,16.97,0.02,17.02,16.97,16.95,82,12/07/2024 05:00
01/22/2025,17.77,0.051,17.8,17.75,17.7193,109,12/07/2024 05:00
02/19/2025,18.06,-0.065,18.06,18.06,18.125,4,12/07/2024 05:00
03/18/2025,0,,0,0,18.45,0,12/07/2024 05:00
VIX,12.92,0.07,13.33,13.33,-,-,12/07/2024 06:00
07/17/2024,13.1,-0.018,13.15,13,13.1184,"1,018",12/07/2024 06:00
07/24/2024,0,,0,0,13.825,0,12/07/2024 06:00
07/31/2024,0,,0,0,13.9,0,12/07/2024 06:00
08/07/2024,0,,0,0,14.05,0,12/07/2024 06:00
08/14/2024,0,,0,0,14.125,0,12/07/2024 06:00
